Name,Year,GS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS
Bill Dickey,1939,as C,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25
Bill Dickey,1938,as C,1,4,4,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75
Bill Dickey,1937,as C,1,4,3,1,2,1,0,0,1,0,0,1,0,0.667,0.75,1,1.75
Bill Dickey,1936,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Dickey,1934,as C,1,4,2,1,1,0,0,0,0,0,0,2,1,0.5,0.75,0.5,1.25
Bill Dickey,1933,,0,,,,,,,,,,,,,,,,
Bill Freehan,1975,,0,,,,,,,,,,,,,,,,
Bill Freehan,1973,,0,,,,,,,,,,,,,,,,
Bill Freehan,1972,as C,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Bill Freehan,1971,as C,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Freehan,1970,as C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Freehan,1969,as C,1,2,2,1,2,0,0,1,2,0,0,0,0,1,1,2.5,3.5
Bill Freehan,1968,as C,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Freehan,1967,as C,1,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bill Freehan,1966,as C,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Bill Freehan,1965,,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2
Bill Freehan,1964,,0,,,,,,,,,,,,,,,,
Bill Hallahan,1933,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Henry,1960 (2),,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Henry,1960 (1),,0,,,,,,,,,,,,,,,,
Bill Lee,1973,,0,,,,,,,,,,,,,,,,
Bill Lee,1939,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Lee,1938,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Madlock,1983,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Madlock,1981,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Madlock,1975,,1,2,2,0,1,0,0,0,2,0,0,0,0,0.5,0.5,0.5,1
Bill Mazeroski,1962 (2),as 2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mazeroski,1962 (1),as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mazeroski,1960 (2),as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mazeroski,1960 (1),as 2B,1,3,2,0,1,0,0,0,1,0,0,0,0,0.5,0.667,0.5,1.167
Bill Mazeroski,1959 (2),,0,,,,,,,,,,,,,,,,
Bill Mazeroski,1959 (1),,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2
Bill Mazeroski,1967,as 2B,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Mazeroski,1964,,0,,,,,,,,,,,,,,,,
Bill Mazeroski,1963,,0,,,,,,,,,,,,,,,,
Bill Mazeroski,1958,as 2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Melton,1971,,0,,,,,,,,,,,,,,,,
Bill Monbouquette,1962 (1),,0,,,,,,,,,,,,,,,,
Bill Monbouquette,1960 (2),,0,,,,,,,,,,,,,,,,
Bill Monbouquette,1960 (1),as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Monbouquette,1963,,0,,,,,,,,,,,,,,,,
Bill Nicholson,1945,,0,,,,,,,,,,,,,,,,
Bill Nicholson,1944,,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,2,3
Bill Nicholson,1943,as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Nicholson,1941,as RF,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Nicholson,1940,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Rigney,1948,,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Bill Russell,1980,as SS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Russell,1976,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Russell,1973,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Singer,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Singer,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill Skowron,1961 (2),,0,,,,,,,,,,,,,,,,
Bill Skowron,1960 (2),as 1B,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2
Bill Skowron,1960 (1),as 1B,1,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667
Bill Skowron,1959 (2),,0,,,,,,,,,,,,,,,,
Bill Skowron,1959 (1),as 1B,1,3,3,0,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Bill Skowron,1965,,0,,,,,,,,,,,,,,,,
Bill Skowron,1958,as 1B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Skowron,1957,,1,3,3,1,2,1,0,0,0,0,0,0,0,0.667,0.667,1,1.667
Bill Stoneman,1972,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Terry,1935,as 1B,1,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Bill Terry,1934,as 1B,1,4,3,0,1,0,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833
Bill Terry,1933,as 1B,1,4,4,0,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Bill Travers,1976,,0,,,,,,,,,,,,,,,,
Bill Voiselle,1944,,0,,,,,,,,,,,,,,,,
Bill Walker,1935,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bill White,1961 (2),as 1B,1,4,4,0,2,1,0,0,1,0,0,0,0,0.5,0.5,0.75,1.25
Bill White,1961 (1),as 1B,1,4,3,0,1,0,0,0,1,0,0,0,1,0.333,0.25,0.333,0.583
Bill White,1960 (2),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill White,1960 (1),,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill White,1959 (2),,0,,,,,,,,,,,,,,,,
Bill White,1959 (1),,0,,,,,,,,,,,,,,,,
Bill White,1964,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill White,1963,as 1B,1,4,4,1,1,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5
Billy Butler,2012,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Billy Goodman,1953,as 2B,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0.333,0,0.333
Billy Goodman,1949,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Grabarkewitz,1970,,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Billy Herman,1943,as 2B,1,5,5,0,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8
Billy Herman,1942,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Herman,1941,,1,3,3,0,2,1,0,0,0,0,0,0,0,0.667,0.667,1,1.667
Billy Herman,1940,as 2B,1,3,3,1,3,0,0,0,0,0,0,0,0,1,1,1,2
Billy Herman,1939,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Billy Herman,1938,as 2B,1,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5
Billy Herman,1937,as 2B,1,5,5,1,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8
Billy Herman,1936,as 2B,1,4,3,1,2,0,0,0,0,0,0,1,0,0.667,0.75,0.667,1.417
Billy Herman,1935,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Herman,1934,,1,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5
Billy Hoeft,1955,,0,,,,,,,,,,,,,,,,
Billy Hunter,1953,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Johnson,1947,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Jurges,1940,,0,,,,,,,,,,,,,,,,
Billy Jurges,1939,,0,,,,,,,,,,,,,,,,
Billy Jurges,1937,,0,,,,,,,,,,,,,,,,
Billy Loes,1957,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Martin,1956,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy McCool,1966,,0,,,,,,,,,,,,,,,,
Billy Moran,1962 (2),as 2B,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Billy Moran,1962 (1),as 2B,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Billy O'Dell,1959 (2),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy O'Dell,1958,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Pierce,1961 (1),,0,,,,,,,,,,,,,,,,
Billy Pierce,1959 (1),,0,,,,,,,,,,,,,,,,
Billy Pierce,1958,,0,,,,,,,,,,,,,,,,
Billy Pierce,1957,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
Billy Pierce,1956,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Pierce,1955,as P,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Pierce,1953,as P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Billy Wagner,2010,,0,,,,,,,,,,,,,,,,
Billy Wagner,2008,,1,,,,,,,,,,,,,,,,
Billy Wagner,2007,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Billy Wagner,2005,,0,,,,,,,,,,,,,,,,
Billy Wagner,2003,,1,,,,,,,,,,,,,,,,
Billy Wagner,2001,,1,,,,,,,,,,,,,,,,
Billy Wagner,1999,,1,,,,,,,,,,,,,,,,
Billy Williams,1962 (2),,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Billy Williams,1973,as RF,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Billy Williams,1972,,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Billy Williams,1968,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Williams,1965,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Williams,1964,as LF,1,4,4,1,1,0,0,1,1,0,0,0,0,0.25,0.25,1,1.25
Bip Roberts,1992,,1,2,2,1,2,0,0,0,2,0,0,0,0,1,1,1,2
Birdie Tebbetts,1949,as C,1,2,2,0,2,1,0,0,1,0,0,0,0,1,1,1.5,2.5
Birdie Tebbetts,1948,,1,3,1,1,0,0,0,0,0,0,0,2,1,0,0.667,0,0.667
Birdie Tebbetts,1942,as C,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Birdie Tebbetts,1941,,0,,,,,,,,,,,,,,,,
Blue Moon Odom,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Blue Moon Odom,1968,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bo Diaz,1987,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Diaz,1981,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bo Jackson,1989,as LF,1,4,4,1,2,0,0,1,2,1,0,0,1,0.5,0.5,1.25,1.75
Bob Allison,1959 (2),,0,,,,,,,,,,,,,,,,
Bob Allison,1964,as 1B,1,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25
Bob Allison,1963,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Boone,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Boone,1979,as C,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Bob Boone,1978,,1,1,1,1,1,0,0,0,2,0,0,0,0,1,1,1,2
Bob Boone,1976,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Brenly,1984,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Buhl,1960 (2),,0,,,,,,,,,,,,,,,,
Bob Buhl,1960 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Cerv,1958,as LF,1,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167
Bob Dillinger,1949,,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,2
Bob Elliott,1951,as 3B,1,2,2,1,1,0,0,1,2,0,0,0,0,0.5,0.5,2,2.5
Bob Elliott,1948,,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Bob Elliott,1947,,0,,,,,,,,,,,,,,,,
Bob Elliott,1945,,0,,,,,,,,,,,,,,,,
Bob Elliott,1944,as 3B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Elliott,1942,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Bob Elliott,1941,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Feller,1950,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Feller,1948,,0,,,,,,,,,,,,,,,,
Bob Feller,1947,,0,,,,,,,,,,,,,,,,
Bob Feller,1946,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Feller,1941,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Feller,1940,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Feller,1939,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Feller,1938,,0,,,,,,,,,,,,,,,,
Bob Friend,1960 (2),,0,,,,,,,,,,,,,,,,
Bob Friend,1960 (1),as P,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bob Friend,1958,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Friend,1956,as P,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1962 (2),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1962 (1),,0,,,,,,,,,,,,,,,,
Bob Gibson,1972,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1970,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1968,,0,,,,,,,,,,,,,,,,
Bob Gibson,1967,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Gibson,1966,,0,,,,,,,,,,,,,,,,
Bob Gibson,1965,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Grim,1957,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Horner,1982,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Johnson,1945,,0,,,,,,,,,,,,,,,,
Bob Johnson,1944,as LF,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Bob Johnson,1943,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Johnson,1942,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Bob Johnson,1940,,0,,,,,,,,,,,,,,,,
Bob Johnson,1939,,0,,,,,,,,,,,,,,,,
Bob Johnson,1938,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Johnson,1935,as LF,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bob Keegan,1954,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Knepper,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Knepper,1981,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Lee,1965,,0,,,,,,,,,,,,,,,,
Bob Lemon,1954,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Lemon,1953,,0,,,,,,,,,,,,,,,,
Bob Lemon,1952,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Lemon,1951,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Lemon,1950,,1,1,0,1,0,0,0,0,0,0,0,1,0,,1,,
Bob Lemon,1949,,0,,,,,,,,,,,,,,,,
Bob Lemon,1948,,0,,,,,,,,,,,,,,,,
Bob Muncrief,1944,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Porterfield,1954,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Purkey,1962 (2),,0,,,,,,,,,,,,,,,,
Bob Purkey,1962 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Purkey,1961 (2),as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Purkey,1961 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Purkey,1958,,0,,,,,,,,,,,,,,,,
Bob Rush,1952,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Rush,1950,,0,,,,,,,,,,,,,,,,
Bob Schmidt,1958,,0,,,,,,,,,,,,,,,,
Bob Shaw,1962 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Skinner,1960 (2),as LF,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Bob Skinner,1960 (1),as LF,1,4,4,1,1,0,0,0,1,1,0,0,1,0.25,0.25,0.25,0.5
Bob Skinner,1958,as LF,1,3,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Bob Stanley,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Stanley,1979,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Tewksbury,1992,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Turley,1958,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Turley,1955,,0,,,,,,,,,,,,,,,,
Bob Turley,1954,,0,,,,,,,,,,,,,,,,
Bob Veale,1966,,0,,,,,,,,,,,,,,,,
Bob Veale,1965,,0,,,,,,,,,,,,,,,,
Bob Walk,1988,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Watson,1975,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Watson,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Welch,1990,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bob Welch,1980,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bob Wickman,2005,,1,,,,,,,,,,,,,,,,
Bob Wickman,2000,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bobby Abreu,2005,as RF,1,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167
Bobby Abreu,2004,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Avila,1955,,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5
Bobby Avila,1954,as 2B,1,4,3,1,3,0,0,0,2,0,0,0,0,1,0.75,1,1.75
Bobby Avila,1952,as 2B,1,2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1
Bobby Bonds,1975,as CF,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Bonds,1973,,1,2,2,1,2,1,0,1,2,0,0,0,0,1,1,3,4
Bobby Bonds,1971,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Bonilla,1995,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Bonilla,1993,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Bobby Bonilla,1991,as DH,1,4,4,0,2,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1
Bobby Bonilla,1990,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Bonilla,1989,,1,2,2,0,2,0,0,0,0,0,0,0,0,1,1,1,2
Bobby Bonilla,1988,as 3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Doerr,1951,,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2
Bobby Doerr,1950,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Doerr,1948,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Doerr,1947,,1,2,2,1,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1
Bobby Doerr,1946,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Doerr,1944,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Doerr,1943,as 2B,1,4,4,1,2,0,0,1,3,0,0,0,0,0.5,0.5,1.25,1.75
Bobby Doerr,1942,,0,,,,,,,,,,,,,,,,
Bobby Doerr,1941,as 2B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Grich,1982,as 2B,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5
Bobby Grich,1980,,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,,
Bobby Grich,1979,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Grich,1976,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Grich,1974,,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Bobby Grich,1972,as SS,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bobby Jenks,2007,,0,,,,,,,,,,,,,,,,
Bobby Jenks,2006,,0,,,,,,,,,,,,,,,,
Bobby Jones,1997,,1,,,,,,,,,,,,,,,,
Bobby Knoop,1966,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobby Murcer,1975,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Murcer,1974,as CF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Murcer,1973,as LF,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25
Bobby Murcer,1972,as CF,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Murcer,1971,as CF,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Bobby Richardson,1962 (2),,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
Bobby Richardson,1962 (1),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Richardson,1959 (2),,0,,,,,,,,,,,,,,,,
Bobby Richardson,1966,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Richardson,1965,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Richardson,1964,as 2B,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Bobby Richardson,1963,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Richardson,1957,,0,,,,,,,,,,,,,,,,
Bobby Shantz,1957,,0,,,,,,,,,,,,,,,,
Bobby Shantz,1952,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bobby Shantz,1951,,0,,,,,,,,,,,,,,,,
Bobby Thigpen,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bobby Thomson,1952,as 3B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Thomson,1949,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Thomson,1948,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bobo Newsom,1944,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bobo Newsom,1940,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Bobo Newsom,1939,,0,,,,,,,,,,,,,,,,
Bobo Newsom,1938,,0,,,,,,,,,,,,,,,,
Boog Powell,1971,,0,,,,,,,,,,,,,,,,
Boog Powell,1970,as 1B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boog Powell,1969,as 1B,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Boog Powell,1968,,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Brad Ausmus,1999,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Hawpe,2009,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brad Lidge,2008,,1,,,,,,,,,,,,,,,,
Brad Lidge,2005,,1,,,,,,,,,,,,,,,,
Brad Penny,2007,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brad Penny,2006,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brad Radke,1998,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brady Anderson,1997,as LF,1,4,4,0,2,1,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25
Brady Anderson,1996,as RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Anderson,1992,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Inge,2009,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon League,2011,,1,,,,,,,,,,,,,,,,
Brandon Phillips,2013,as 2B,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Phillips,2011,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Phillips,2010,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brandon Webb,2008,,1,,,,,,,,,,,,,,,,
Brandon Webb,2007,,0,,,,,,,,,,,,,,,,
Brandon Webb,2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brendan Donnelly,2003,,1,,,,,,,,,,,,,,,,
Bret Boone,2003,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bret Boone,2001,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bret Boone,1998,,0,,,,,,,,,,,,,,,,
Bret Saberhagen,1994,,0,,,,,,,,,,,,,,,,
Bret Saberhagen,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Bret Saberhagen,1987,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brett Butler,1991,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Cecil,2013,,0,,,,,,,,,,,,,,,,
Brian Downing,1979,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Brian Fuentes,2009,,0,,,,,,,,,,,,,,,,
Brian Fuentes,2007,,0,,,,,,,,,,,,,,,,
Brian Fuentes,2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Brian Fuentes,2005,,0,,,,,,,,,,,,,,,,
Brian Giles,2001,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Giles,2000,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Jordan,1999,,1,2,1,0,1,0,0,0,0,0,1,1,0,1,1,1,2
Brian McCann,2013,,0,,,,,,,,,,,,,,,,
Brian McCann,2011,as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
